name,OEM,Model,Variant,year,km_driven,fuel,seller_type,transmission,owner,Rating,ExShowroom Price,selling_price,RTO Number
Ford Fiesta 1.6 ZXi Leather,Ford,Fiesta,1.6 ZXi Leather,2006,83411,Petrol,Individual,Manual,First Owner,13.0,594335,81000,MH43BA1346
Chevrolet Tavera Neo 2 LS B4 7 Str BSIII,Chevrolet,Tavera,Neo 2 LS B4 7 Str BSIII,2012,120000,Diesel,Individual,Manual,Third Owner,11.0,594566,400000,MH12RT7979
Fiat Palio D 1.9 EL PS,Fiat,Palio,D 1.9 EL PS,2003,35000,Diesel,Individual,Manual,Second Owner,12.66,594675,55000,MH95KF9703
Tata Manza Aura Quadrajet,Tata,Manza,Aura Quadrajet,2009,60000,Diesel,Individual,Manual,Third Owner,10.86,594779,185000,MH86JP3512
Hyundai Grand i10 1.2 Kappa Asta,Hyundai,Grand,i10 1.2 Kappa Asta,2017,3917,Petrol,Individual,Manual,First Owner,9.11,594828,550000,MH47OG1213
Tata Tiago 1.2 Revotron XE,Tata,Tiago,1.2 Revotron XE,2019,3000,Petrol,Individual,Manual,First Owner,11.0,594986,425000,MH75OC1290
Hyundai EON Magna Optional,Hyundai,EON,Magna Optional,2015,22000,Petrol,Individual,Manual,First Owner,9.0,595041,300000,MH84UK5460
Maruti Celerio VXI,Maruti,Celerio,VXI,2014,82000,Petrol,Dealer,Manual,Second Owner,13.0,595194,300000,MH84XR3142
Ford EcoSport 1.5 TDCi Titanium BSIV,Ford,EcoSport,1.5 TDCi Titanium BSIV,2015,175000,Diesel,Individual,Manual,Third Owner,10.2,595237,530000,MH62IK7104
Maruti Alto LX,Maruti,Alto,LX,2006,140300,Petrol,Individual,Manual,First Owner,12.0,595245,150000,MH17JP8085
Honda Amaze VX i-DTEC,Honda,Amaze,VX i-DTEC,2014,141000,Diesel,Individual,Manual,Second Owner,13.0,595422,450000,MH77KT1996
Maruti Alto LXI,Maruti,Alto,LXI,2004,50000,Petrol,Individual,Manual,Second Owner,13.55,595552,70000,MH67ZR4505
Maruti Eeco 5 Seater AC BSIV,Maruti,Eeco,5 Seater AC BSIV,2017,8352,Petrol,Dealer,Manual,First Owner,11.12,595764,425000,MH16UM5481
Maruti Swift VXi BSIV,Maruti,Swift,VXi BSIV,2008,100000,Petrol,Individual,Manual,Second Owner,12.0,595827,150000,MH50LE7563
Maruti Swift Glam,Maruti,Swift,Glam,2009,70000,Petrol,Individual,Manual,First Owner,14.77,595932,250000,MH71HO3529
Maruti Omni LPG STD BSIV,Maruti,Omni,LPG STD BSIV,2006,135000,LPG,Individual,Manual,Fourth & Above Owner,14.0,596178,60000,MH56NO4017
Hyundai Grand i10 Magna,Hyundai,Grand,i10 Magna,2015,70000,Petrol,Individual,Manual,Second Owner,11.2,596243,320000,MH79TE2002
Maruti Zen LXI,Maruti,Zen,LXI,2006,70000,Petrol,Individual,Manual,First Owner,13.0,596535,80000,MH21XS2526
Mahindra TUV 300 T6 Plus,Mahindra,TUV,300 T6 Plus,2017,120000,Diesel,Individual,Manual,First Owner,14.25,596552,400000,MH40RL6107
Tata Tiago 1.2 Revotron XZ,Tata,Tiago,1.2 Revotron XZ,2018,4000,Petrol,Individual,Manual,First Owner,12.79,596841,360000,MH92LF2311
Hyundai i20 Magna 1.4 CRDi (Diesel),Hyundai,i20,Magna 1.4 CRDi (Diesel),2012,58000,Diesel,Dealer,Manual,First Owner,11.0,596862,385000,MH40CZ5084
Honda City 1.5 EXI,Honda,City,1.5 EXI,2004,200000,Petrol,Individual,Manual,Second Owner,13.46,597029,180000,MH40IP2412
Maruti Swift Vdi BSIII,Maruti,Swift,Vdi BSIII,2010,79357,Diesel,Dealer,Manual,First Owner,9.15,597114,325000,MH74DY3895
Maruti Ignis 1.2 Sigma BSIV,Maruti,Ignis,1.2 Sigma BSIV,2019,40000,Petrol,Individual,Manual,First Owner,15.0,597118,450000,MH36OC7685
Chevrolet Spark 1.0 LS,Chevrolet,Spark,1.0 LS,2009,44800,Petrol,Individual,Manual,Second Owner,14.0,597329,170000,MH82SO6853
Maruti Swift VXI,Maruti,Swift,VXI,2013,90000,Petrol,Individual,Manual,First Owner,10.79,597597,370000,MH22LO8277
Hyundai Verna CRDi,Hyundai,Verna,CRDi,2009,80000,Diesel,Individual,Manual,Second Owner,10.0,597615,270000,MH61XI7400
Mahindra KUV 100 mFALCON D75 K6,Mahindra,KUV,100 mFALCON D75 K6,2016,20000,Diesel,Individual,Manual,First Owner,9.0,597757,430000,MH45RN3001
Chevrolet Beat Diesel LS,Chevrolet,Beat,Diesel LS,2014,66000,Diesel,Individual,Manual,First Owner,13.0,597847,305000,MH88NZ4205
Hyundai i20 Active 1.2 SX,Hyundai,i20,Active 1.2 SX,2018,20000,Petrol,Individual,Manual,First Owner,9.0,598060,550000,MH42YL7186
Maruti Wagon R LXI,Maruti,Wagon,R LXI,2004,90000,Petrol,Individual,Manual,Fourth & Above Owner,12.51,598611,70000,MH15FO8643
Maruti Zen LX,Maruti,Zen,LX,2000,80000,Petrol,Individual,Manual,Second Owner,13.38,598684,85000,MH48GH7169
Maruti Zen LX,Maruti,Zen,LX,1999,70000,Petrol,Individual,Manual,First Owner,15.0,598875,75000,MH11VT2513
Tata Zest Revotron 1.2T XE,Tata,Zest,Revotron 1.2T XE,2018,45000,Petrol,Individual,Manual,First Owner,9.08,599293,450000,MH71OR6786
Maruti Alto LX,Maruti,Alto,LX,2006,130000,Petrol,Individual,Manual,First Owner,13.0,599380,75000,MH78PV8018
Hyundai Grand i10 1.2 Kappa Asta,Hyundai,Grand,i10 1.2 Kappa Asta,2018,32000,Petrol,Individual,Manual,First Owner,11.0,599492,500000,MH60YF8760
Hyundai Xcent 1.2 Kappa Base,Hyundai,Xcent,1.2 Kappa Base,2014,60000,Petrol,Individual,Manual,Second Owner,15.0,599516,335000,MH68CI8207
Hyundai Grand i10 CRDi Sportz,Hyundai,Grand,i10 CRDi Sportz,2015,42000,Diesel,Individual,Manual,First Owner,15.0,599900,400000,MH67ZN1146
Maruti Ritz VDi,Maruti,Ritz,VDi,2013,63000,Diesel,Individual,Manual,First Owner,15.0,600280,330000,MH64DF6276
Renault Duster 85PS Diesel RxL Optional,Renault,Duster,85PS Diesel RxL Optional,2012,160000,Diesel,Individual,Manual,First Owner,12.0,600715,450000,MH87EH6833
Maruti Ciaz 1.4 AT Zeta,Maruti,Ciaz,1.4 AT Zeta,2017,40000,Petrol,Individual,Automatic,First Owner,13.48,601005,500000,MH39DO4927
Chevrolet Enjoy TCDi LT 7 Seater,Chevrolet,Enjoy,TCDi LT 7 Seater,2014,71014,Diesel,Dealer,Manual,First Owner,13.0,601013,325000,MH27LD4785
Hyundai i20 1.4 Magna Executive,Hyundai,i20,1.4 Magna Executive,2013,52000,Diesel,Dealer,Manual,First Owner,12.9,601284,280000,MH92UW6811
Tata New Safari DICOR 2.2 EX 4x4,Tata,New,Safari DICOR 2.2 EX 4x4,2009,120000,Diesel,Individual,Manual,Second Owner,13.31,601884,250000,MH17IT5521
Tata Spacio SA 6 Seater,Tata,Spacio,SA 6 Seater,2009,75000,Diesel,Individual,Manual,First Owner,14.0,602177,210000,MH29QC7140
Renault KWID 1.0 RXT Optional,Renault,KWID,1.0 RXT Optional,2018,10500,Petrol,Individual,Manual,First Owner,15.0,602573,300000,MH39QU9631
Toyota Etios Liva GD,Toyota,Etios,Liva GD,2012,137250,Diesel,Individual,Manual,Second Owner,9.0,602578,345000,MH61QM6099
Volkswagen Polo Diesel Highline 1.2L,Volkswagen,Polo,Diesel Highline 1.2L,2011,60000,Diesel,Individual,Manual,Second Owner,14.09,603517,290000,MH76YR2398
Mahindra Thar 4X2,Mahindra,Thar,4X2,2011,120000,Diesel,Individual,Manual,Second Owner,11.24,603567,400000,MH95RN9286
Honda City i DTEC E,Honda,City,i DTEC E,2014,60000,Diesel,Individual,Manual,Second Owner,12.16,603643,350000,MH75TZ4428
Honda Brio 1.2 S Option MT,Honda,Brio,1.2 S Option MT,2019,9000,Petrol,Individual,Manual,First Owner,12.0,604631,484999,MH12EU6099
Chevrolet Captiva 2.0L VCDi,Chevrolet,Captiva,2.0L VCDi,2011,76000,Diesel,Individual,Manual,Third Owner,14.2,604713,400000,MH27PS8926
Maruti Wagon R VXI,Maruti,Wagon,R VXI,2014,41000,Petrol,Dealer,Manual,First Owner,12.19,604724,315000,MH82HO6886
Mahindra Bolero SLX,Mahindra,Bolero,SLX,2011,140000,Diesel,Individual,Manual,First Owner,11.0,605029,311000,MH76FH2069
Hyundai Creta 1.6 CRDi SX,Hyundai,Creta,1.6 CRDi SX,2016,52600,Diesel,Individual,Manual,First Owner,12.63,605360,535000,MH69PU5734
Hyundai EON Magna Plus Option,Hyundai,EON,Magna Plus Option,2018,25000,Petrol,Individual,Manual,First Owner,13.6,605675,320000,MH90BG2962
Mahindra Bolero Power Plus Plus AC BSIV PS,Mahindra,Bolero,Power Plus Plus AC BSIV PS,2015,40000,Diesel,Individual,Manual,First Owner,12.65,606293,450000,MH86VO6921
Honda Civic 1.8 (E) MT,Honda,Civic,1.8 (E) MT,2006,80000,Petrol,Individual,Manual,Second Owner,14.0,606578,300000,MH10SE3721
Mahindra Scorpio M2DI,Mahindra,Scorpio,M2DI,2014,120000,Diesel,Individual,Manual,First Owner,9.0,607357,500000,MH68TO5669
Hyundai i10 Sportz 1.2 AT,Hyundai,i10,Sportz 1.2 AT,2013,38000,Petrol,Dealer,Automatic,First Owner,14.46,607361,330000,MH44AL7853
Renault Duster 85PS Diesel RxL,Renault,Duster,85PS Diesel RxL,2014,120000,Diesel,Individual,Manual,First Owner,11.87,607589,400000,MH20XH1844
Hyundai i10 Magna,Hyundai,i10,Magna,2014,39227,Petrol,Dealer,Manual,First Owner,14.0,607863,355000,MH63SS2314
Hyundai i20 Asta (o),Hyundai,i20,Asta (o),2009,50000,Petrol,Individual,Manual,First Owner,11.0,608342,300000,MH20HB2913
Nissan Sunny Diesel XL,Nissan,Sunny,Diesel XL,2012,110000,Diesel,Individual,Manual,First Owner,13.0,608461,300000,MH69AY9124
Mahindra Bolero Power Plus SLX,Mahindra,Bolero,Power Plus SLX,2017,50000,Diesel,Individual,Manual,Second Owner,9.34,608473,400000,MH26JH3433
Hyundai Grand i10 1.2 Kappa Sportz Option,Hyundai,Grand,i10 1.2 Kappa Sportz Option,2013,44000,Petrol,Dealer,Manual,First Owner,11.3,608691,345000,MH71UR1515
Chevrolet Sail Hatchback 1.3 TCDi,Chevrolet,Sail,Hatchback 1.3 TCDi,2015,40000,Diesel,Individual,Manual,First Owner,15.0,608744,281000,MH34QP3162
Maruti Wagon R LXI,Maruti,Wagon,R LXI,2009,30375,Petrol,Dealer,Manual,First Owner,15.0,608884,180000,MH43WM4099
Maruti Swift VDI Optional,Maruti,Swift,VDI Optional,2016,40000,Diesel,Individual,Manual,First Owner,11.0,609033,509999,MH38UE9636
Renault KWID 1.0 RXT Optional,Renault,KWID,1.0 RXT Optional,2018,10500,Petrol,Individual,Manual,First Owner,13.0,609140,300000,MH98RK8043
Maruti Swift VXI BSIII,Maruti,Swift,VXI BSIII,2009,67580,Petrol,Individual,Manual,Second Owner,15.0,609310,220000,MH52NJ4612
Maruti Swift Dzire VDI,Maruti,Swift,Dzire VDI,2015,100000,Diesel,Individual,Manual,First Owner,11.23,610701,530000,MH55OA7358
Maruti Swift Dzire VDI,Maruti,Swift,Dzire VDI,2014,110000,Diesel,Individual,Manual,Second Owner,11.0,610741,480000,MH73SL5800
Chevrolet Enjoy TCDi LT 7 Seater,Chevrolet,Enjoy,TCDi LT 7 Seater,2014,71014,Diesel,Dealer,Manual,First Owner,9.0,611180,325000,MH40OC1872
Volkswagen Vento 1.5 TDI Highline,Volkswagen,Vento,1.5 TDI Highline,2013,80000,Diesel,Dealer,Manual,First Owner,11.11,611214,475000,MH63YZ2006
Datsun GO Plus A Option Petrol,Datsun,GO,Plus A Option Petrol,2018,10000,Petrol,Individual,Manual,Second Owner,15.0,611242,450000,MH38NQ9358
Mahindra Thar DI 4X2,Mahindra,Thar,DI 4X2,2018,5000,Diesel,Individual,Manual,First Owner,15.0,611255,515000,MH39PI3075
Volkswagen Vento Diesel Highline,Volkswagen,Vento,Diesel Highline,2013,120000,Diesel,Individual,Manual,Second Owner,11.0,612298,450000,MH21VB1650
Maruti Wagon R VXI BS IV,Maruti,Wagon,R VXI BS IV,2013,80000,Petrol,Dealer,Manual,First Owner,13.0,612419,300000,MH91QD7062
Hyundai Sonata AT Leather,Hyundai,Sonata,AT Leather,2006,80000,Petrol,Individual,Automatic,Third Owner,10.0,612763,225000,MH53YT9425
Ford Figo Trend,Ford,Figo,Trend,2016,60826,Petrol,Dealer,Manual,First Owner,9.0,612776,390000,MH21EG3918
Datsun GO Plus Remix Limited Edition,Datsun,GO,Plus Remix Limited Edition,2016,35000,Petrol,Individual,Manual,First Owner,14.9,612837,300000,MH46DB9849
Chevrolet Enjoy TCDi LT 7 Seater,Chevrolet,Enjoy,TCDi LT 7 Seater,2014,146000,Diesel,Individual,Manual,First Owner,13.26,612959,300000,MH97IM3116
Maruti Wagon R Stingray VXI,Maruti,Wagon,R Stingray VXI,2014,59059,Petrol,Dealer,Manual,First Owner,13.2,613070,300000,MH61FD7164
Chevrolet Spark 1.0 LS,Chevrolet,Spark,1.0 LS,2009,44800,Petrol,Individual,Manual,Second Owner,13.0,613079,170000,MH60CN5574
Hyundai i20 Asta Option 1.4 CRDi,Hyundai,i20,Asta Option 1.4 CRDi,2016,50000,Diesel,Individual,Manual,Second Owner,10.0,613192,600000,MH19CL9866
Nissan Terrano XL 110 PS,Nissan,Terrano,XL 110 PS,2014,136906,Diesel,Individual,Manual,First Owner,12.0,613370,425000,MH77KA1696
Maruti Alto K10 VXI,Maruti,Alto,K10 VXI,2017,30000,Petrol,Individual,Manual,First Owner,15.0,614023,320000,MH43TK8798
Chevrolet Enjoy TCDi LS 8 Seater,Chevrolet,Enjoy,TCDi LS 8 Seater,2014,200000,Diesel,Individual,Manual,Third Owner,12.05,614091,330000,MH77IB4491
Maruti Swift LXi BSIV,Maruti,Swift,LXi BSIV,2008,50000,Petrol,Individual,Manual,First Owner,10.0,614240,200000,MH87NN8345
Maruti Ritz VDi,Maruti,Ritz,VDi,2014,133000,Diesel,Individual,Manual,First Owner,10.39,614280,350000,MH95AE6336
Hyundai EON Era Plus,Hyundai,EON,Era Plus,2018,20629,Petrol,Dealer,Manual,First Owner,10.0,614776,325000,MH91ZT3121
Maruti Baleno Alpha 1.3,Maruti,Baleno,Alpha 1.3,2016,50000,Diesel,Individual,Manual,First Owner,10.15,615386,575000,MH37OB2951
Maruti Celerio LXI MT BSIV,Maruti,Celerio,LXI MT BSIV,2019,50000,Petrol,Individual,Manual,First Owner,12.0,615572,340000,MH49TN5368
Maruti Ertiga BSIV ZXI,Maruti,Ertiga,BSIV ZXI,2015,80000,Petrol,Individual,Manual,First Owner,10.0,615574,500000,MH27SP1160
Hyundai Grand i10 1.2 Kappa Magna AT,Hyundai,Grand,i10 1.2 Kappa Magna AT,2017,19890,Petrol,Dealer,Automatic,First Owner,13.38,615762,550000,MH95HR9283
Maruti Celerio Green VXI,Maruti,Celerio,Green VXI,2017,78000,CNG,Individual,Manual,First Owner,10.71,616124,365000,MH87PS6793
Renault Duster 110PS Diesel RxZ Plus,Renault,Duster,110PS Diesel RxZ Plus,2012,70000,Diesel,Individual,Manual,Second Owner,14.11,616509,370000,MH22JW6979
Hyundai Verna 1.6 CRDI,Hyundai,Verna,1.6 CRDI,2012,90000,Diesel,Individual,Manual,Second Owner,14.62,616537,312000,MH41HL9605
Maruti Eeco 5 Seater AC BSIV,Maruti,Eeco,5 Seater AC BSIV,2017,8352,Petrol,Dealer,Manual,First Owner,9.0,616678,425000,MH88ZT9184
Renault Duster 85PS Diesel RxL,Renault,Duster,85PS Diesel RxL,2013,1000,Diesel,Dealer,Manual,Second Owner,9.0,617023,450000,MH71SK3628
Maruti Alto 800 LXI,Maruti,Alto,800 LXI,2006,132000,Petrol,Individual,Manual,First Owner,12.28,617178,165000,MH36CE3916
Ford Figo 1.5D Trend MT,Ford,Figo,1.5D Trend MT,2016,45217,Diesel,Dealer,Manual,First Owner,10.0,617213,400000,MH74KF8674
Hyundai i20 Active 1.2 SX,Hyundai,i20,Active 1.2 SX,2016,30000,Petrol,Individual,Manual,First Owner,11.0,617593,600000,MH82QS5412
Maruti Ertiga VDI,Maruti,Ertiga,VDI,2014,120000,Diesel,Individual,Manual,Second Owner,10.81,618714,500000,MH66XC5608
Hyundai Xcent 1.2 Kappa S,Hyundai,Xcent,1.2 Kappa S,2015,70000,Petrol,Individual,Manual,First Owner,14.0,618739,375000,MH66KQ2922
Hyundai Santro Magna BSIV,Hyundai,Santro,Magna BSIV,2019,15000,Petrol,Individual,Manual,First Owner,10.0,619208,425000,MH54JM6782
Hyundai Grand i10 Magna AT,Hyundai,Grand,i10 Magna AT,2017,10510,Petrol,Dealer,Automatic,First Owner,11.0,619691,520000,MH85OY2279
Mahindra Scorpio LX,Mahindra,Scorpio,LX,2014,70000,Diesel,Individual,Manual,Third Owner,9.0,619727,420000,MH45BD9846
Tata New Safari DICOR 2.2 EX 4x2,Tata,New,Safari DICOR 2.2 EX 4x2,2009,120000,Diesel,Individual,Manual,Second Owner,14.0,619786,204999,MH16LK9409
Maruti Celerio Green VXI,Maruti,Celerio,Green VXI,2017,78000,CNG,Individual,Manual,First Owner,14.98,619803,365000,MH86HH4681
Mahindra Scorpio M2DI,Mahindra,Scorpio,M2DI,2013,150000,Diesel,Individual,Manual,First Owner,11.36,620109,500000,MH27LQ9220
Hyundai i10 Era,Hyundai,i10,Era,2009,50000,Petrol,Individual,Manual,First Owner,12.0,620264,250000,MH25YG2779
Maruti Swift AMT VXI,Maruti,Swift,AMT VXI,2018,18000,Petrol,Individual,Automatic,First Owner,11.0,620292,600000,MH72QR3224
Renault Lodgy 85PS RxL,Renault,Lodgy,85PS RxL,2015,60000,Diesel,Individual,Manual,First Owner,14.0,620367,495000,MH40JU8895
Mahindra Bolero SLX,Mahindra,Bolero,SLX,2011,90000,Diesel,Individual,Manual,Second Owner,10.0,621009,350000,MH45IU4919
Renault Duster 85PS Diesel RxE,Renault,Duster,85PS Diesel RxE,2013,170000,Diesel,Dealer,Manual,First Owner,9.11,621307,425000,MH12ZB8201
Maruti Alto 800 LXI Optional,Maruti,Alto,800 LXI Optional,2019,28000,Petrol,Dealer,Manual,First Owner,15.0,621387,335000,MH62FA5441
Honda Jazz S,Honda,Jazz,S,2009,50000,Petrol,Individual,Manual,First Owner,10.0,621530,300000,MH62YC5173
Maruti Swift VDI Optional,Maruti,Swift,VDI Optional,2017,60000,Diesel,Individual,Manual,Second Owner,10.81,621692,600000,MH34AA3466
Mahindra Xylo E4 8S,Mahindra,Xylo,E4 8S,2010,120000,Diesel,Individual,Manual,Third Owner,14.3,621700,325000,MH66AI7309
Volkswagen Vento Petrol Highline,Volkswagen,Vento,Petrol Highline,2011,90000,Petrol,Individual,Manual,Second Owner,9.0,621765,350000,MH54GK7936
Ford Fiesta Classic 1.4 Duratorq CLXI,Ford,Fiesta,Classic 1.4 Duratorq CLXI,2014,80322,Diesel,Dealer,Manual,First Owner,9.0,621789,325000,MH83WM2970
Hyundai Grand i10 Sportz,Hyundai,Grand,i10 Sportz,2017,10000,Petrol,Individual,Manual,First Owner,11.0,622449,375000,MH97HR3948
Maruti Swift VDI,Maruti,Swift,VDI,2012,80000,Diesel,Individual,Manual,Second Owner,11.39,622469,320000,MH95IR9082
Maruti Alto K10 VXI,Maruti,Alto,K10 VXI,2017,25000,Petrol,Dealer,Manual,First Owner,10.5,622665,350000,MH90AD1442
Maruti Swift Dzire VDI,Maruti,Swift,Dzire VDI,2015,60000,Diesel,Individual,Manual,First Owner,11.0,622812,320000,MH27LE2225
Chevrolet Beat Diesel LT,Chevrolet,Beat,Diesel LT,2016,35000,Diesel,Individual,Manual,Second Owner,11.0,622912,350000,MH72CT2172
Volkswagen Jetta 1.4 TSI Comfortline,Volkswagen,Jetta,1.4 TSI Comfortline,2013,50000,Petrol,Individual,Manual,First Owner,13.0,623208,450000,MH10UV6577
Renault KWID 1.0 RXT Optional,Renault,KWID,1.0 RXT Optional,2018,35000,Petrol,Individual,Manual,First Owner,10.0,623500,325000,MH29AW6152
Hyundai Verna CRDi,Hyundai,Verna,CRDi,2008,90000,Diesel,Individual,Manual,Second Owner,11.0,623542,195000,MH14QV9112
Maruti Ritz LDi,Maruti,Ritz,LDi,2016,100000,Diesel,Individual,Manual,Second Owner,10.0,623795,380000,MH23KK8498
Renault Pulse RxL,Renault,Pulse,RxL,2015,61585,Diesel,Trustmark Dealer,Manual,First Owner,11.0,623979,390000,MH49KD2638
Maruti Baleno Alpha 1.2,Maruti,Baleno,Alpha 1.2,2019,24000,Petrol,Individual,Manual,First Owner,11.0,624000,556000,MH75VC7072
Volkswagen Jetta 2.0L TDI Comfortline,Volkswagen,Jetta,2.0L TDI Comfortline,2012,80000,Diesel,Individual,Manual,Second Owner,13.0,624030,415000,MH70OI7207
Skoda Laura Ambiente 2.0 TDI CR MT,Skoda,Laura,Ambiente 2.0 TDI CR MT,2012,52000,Diesel,Dealer,Manual,First Owner,14.54,624137,385000,MH29KH6939
Maruti Wagon R VXI BS IV,Maruti,Wagon,R VXI BS IV,2018,15000,Petrol,Individual,Manual,First Owner,13.0,624288,425000,MH36KS3660
Hyundai Verna 1.6 SX,Hyundai,Verna,1.6 SX,2012,109052,Diesel,Dealer,Manual,First Owner,13.0,624973,470000,MH65KJ6338
Maruti Celerio VXI AT,Maruti,Celerio,VXI AT,2017,50000,Petrol,Individual,Automatic,First Owner,11.0,625080,450000,MH77SU4503
Chevrolet Aveo U-VA 1.2 LS,Chevrolet,Aveo,U-VA 1.2 LS,2009,80000,Petrol,Individual,Manual,Second Owner,9.0,625365,210000,MH69IL5476
Maruti Eeco Smiles 5 Seater AC,Maruti,Eeco,Smiles 5 Seater AC,2014,30000,Petrol,Dealer,Manual,First Owner,13.96,625427,325000,MH59BX7063
Fiat Punto EVO 1.3 Dynamic,Fiat,Punto,EVO 1.3 Dynamic,2016,35000,Diesel,Individual,Manual,First Owner,13.0,625753,500000,MH72GN2273
Honda Brio S MT,Honda,Brio,S MT,2015,34823,Petrol,Dealer,Manual,Second Owner,15.0,625783,350000,MH22VE5287
Tata Zest Quadrajet 1.3 75PS XE,Tata,Zest,Quadrajet 1.3 75PS XE,2015,140000,Diesel,Dealer,Manual,First Owner,14.0,625875,300000,MH26CG6391
Hyundai Verna 1.6 SX CRDi (O),Hyundai,Verna,1.6 SX CRDi (O),2013,71000,Diesel,Dealer,Manual,First Owner,14.0,626034,525000,MH49ND4974
Volkswagen Vento 1.5 TDI Highline,Volkswagen,Vento,1.5 TDI Highline,2015,98000,Diesel,Dealer,Manual,First Owner,10.0,626051,525000,MH35PL7036
Hyundai Verna 1.6 SX,Hyundai,Verna,1.6 SX,2013,100000,Diesel,Individual,Manual,Second Owner,14.51,627270,495000,MH27SN6921
Hyundai Verna 1.6 i ABS,Hyundai,Verna,1.6 i ABS,2009,60000,Petrol,Individual,Manual,First Owner,9.63,627295,200000,MH21GL9072
Maruti Swift Dzire VDI,Maruti,Swift,Dzire VDI,2015,60000,Diesel,Individual,Manual,Second Owner,11.0,627837,490000,MH61VM6708
Honda Amaze S i-Vtech,Honda,Amaze,S i-Vtech,2015,43192,Petrol,Dealer,Manual,First Owner,10.78,628016,450000,MH63VH3825
Hyundai Grand i10 Sportz,Hyundai,Grand,i10 Sportz,2014,48000,Petrol,Individual,Manual,First Owner,11.0,628117,400000,MH94YL3884
Maruti Wagon R AMT VXI,Maruti,Wagon,R AMT VXI,2014,28942,Petrol,Dealer,Automatic,First Owner,11.89,628234,300000,MH18SU4806
Maruti Alto 800 LXI,Maruti,Alto,800 LXI,2018,16584,Petrol,Dealer,Manual,First Owner,14.0,629049,300000,MH91NG9806
Maruti Swift Dzire VDI,Maruti,Swift,Dzire VDI,2014,90000,Diesel,Individual,Manual,First Owner,14.33,629200,409999,MH77ZC8790
Honda City i VTEC V,Honda,City,i VTEC V,2016,20000,Petrol,Individual,Manual,First Owner,9.0,629388,500000,MH98LJ2780
Renault Duster 85PS Diesel RxL,Renault,Duster,85PS Diesel RxL,2013,1000,Diesel,Dealer,Manual,Second Owner,15.0,629499,450000,MH17ZA1039
Maruti Ertiga ZDI,Maruti,Ertiga,ZDI,2012,120000,Diesel,Individual,Manual,Fourth & Above Owner,13.0,629634,480000,MH93RD5589
Renault KWID RXL,Renault,KWID,RXL,2019,15000,Petrol,Individual,Manual,First Owner,12.93,629701,300000,MH20IB5432
Maruti Wagon R Stingray VXI,Maruti,Wagon,R Stingray VXI,2014,75000,Petrol,Individual,Manual,First Owner,13.29,630546,300000,MH16VB5353
Mahindra KUV 100 mFALCON G80 K8 5str,Mahindra,KUV,100 mFALCON G80 K8 5str,2016,60000,Petrol,Individual,Manual,First Owner,15.0,630662,370000,MH79EA2304
Mahindra KUV 100 mFALCON D75 K8 AW,Mahindra,KUV,100 mFALCON D75 K8 AW,2016,90000,Diesel,Individual,Manual,First Owner,11.0,630792,350000,MH85JV7158
Maruti SX4 ZDI Leather,Maruti,SX4,ZDI Leather,2012,60000,Diesel,Individual,Manual,Second Owner,12.0,631032,400000,MH80OI1443
Maruti Ritz VXi,Maruti,Ritz,VXi,2014,35000,Petrol,Individual,Manual,First Owner,14.0,631186,300000,MH79TX6532
Chevrolet Sail 1.2 LT ABS,Chevrolet,Sail,1.2 LT ABS,2014,30000,Petrol,Individual,Manual,First Owner,15.0,631381,350000,MH46PJ3255
Hyundai Xcent 1.1 CRDi SX Option,Hyundai,Xcent,1.1 CRDi SX Option,2014,55850,Diesel,Dealer,Manual,First Owner,10.0,631881,455000,MH55HN7668
Chevrolet Cruze LTZ,Chevrolet,Cruze,LTZ,2012,40000,Diesel,Individual,Manual,First Owner,14.0,632249,400000,MH10NT6571
Maruti Ignis 1.2 Delta BSIV,Maruti,Ignis,1.2 Delta BSIV,2019,15000,Petrol,Individual,Manual,First Owner,9.87,632338,500000,MH46CC8625
Mahindra Bolero SLX 2WD,Mahindra,Bolero,SLX 2WD,2007,100000,Diesel,Individual,Manual,Second Owner,12.0,633833,300000,MH36RT9658
Mahindra Xylo D2 BS IV,Mahindra,Xylo,D2 BS IV,2015,100000,Diesel,Individual,Manual,Third Owner,14.0,633877,434999,MH35YX5990
Volkswagen Ameo 1.5 TDI Highline 16 Alloy,Volkswagen,Ameo,1.5 TDI Highline 16 Alloy,2017,80000,Diesel,Individual,Manual,First Owner,11.0,633918,575000,MH73YE8079
Hyundai i20 Active S Petrol,Hyundai,i20,Active S Petrol,2016,68523,Petrol,Dealer,Manual,First Owner,10.0,633946,560000,MH45PX4458
